entry_time,exit_time,direction,r_multiple,exit_reason,initial_risk
2020-09-25 10:00:00-04:00,2020-09-25 10:05:00-04:00,1,-1.0192998335828836,stop,4.201757006477237
2020-09-30 09:45:00-04:00,2020-09-30 10:15:00-04:00,1,3.9810747166979494,target,4.453961981877001
2020-10-20 09:45:00-04:00,2020-10-20 09:50:00-04:00,1,-1.0287311792828993,stop,3.000431876620951
2020-10-21 09:45:00-04:00,2020-10-21 10:45:00-04:00,1,-1.0239152159388754,stop,3.6098112338790997
2020-10-22 09:45:00-04:00,2020-10-22 09:50:00-04:00,1,-1.028750772731567,stop,2.992998794367395
2020-10-26 09:55:00-04:00,2020-10-26 10:00:00-04:00,1,-1.0343238143883213,stop,2.5002936354271696
2020-10-28 09:45:00-04:00,2020-10-28 09:50:00-04:00,1,-1.0218146454630708,stop,3.817062148341847
2020-10-29 09:55:00-04:00,2020-10-29 10:10:00-04:00,1,-1.0151410160381342,stop,5.413638448329493
2020-11-03 09:45:00-05:00,2020-11-03 09:50:00-05:00,1,3.9721617642585936,target,3.0177998139188276
2020-11-19 09:45:00-05:00,2020-11-19 10:15:00-05:00,1,-1.0260062448479008,stop,3.4179511891356924
2020-12-23 09:50:00-05:00,2020-12-23 09:55:00-05:00,1,-1.0508729265715888,stop,1.8202075664466975
2021-01-05 10:00:00-05:00,2021-01-05 10:05:00-05:00,1,-1.019230615657184,stop,4.831636001759307
2021-01-06 09:45:00-05:00,2021-01-06 10:10:00-05:00,1,3.981312320098662,target,5.009156772186088
2021-01-15 09:45:00-05:00,2021-01-15 09:50:00-05:00,1,-1.0319481673695086,stop,2.959820643310195
2021-01-18 09:50:00-05:00,2021-01-18 10:25:00-05:00,1,-1.0594989146376357,stop,1.5831843629316609
2021-01-28 10:05:00-05:00,2021-01-28 12:30:00-05:00,1,3.9850068896593402,target,6.378865649721774
2021-01-29 10:10:00-05:00,2021-01-29 10:40:00-05:00,1,-1.0133032064460699,stop,7.067892471545292
2021-02-22 09:50:00-05:00,2021-02-22 10:05:00-05:00,1,-1.0275759503345538,stop,3.521392510246642
2021-02-26 09:45:00-05:00,2021-02-26 09:50:00-05:00,1,-1.0154140333239723,stop,6.238397883451853
2021-03-01 09:45:00-05:00,2021-03-01 09:50:00-05:00,1,-1.029812679537368,stop,3.244300377932177
2021-03-08 09:45:00-05:00,2021-03-08 09:50:00-05:00,1,-1.0168253591889758,stop,5.7315418811081145
2021-03-22 09:45:00-04:00,2021-03-22 10:30:00-04:00,1,3.9574243570424597,target,2.308733187631333
2021-03-24 09:45:00-04:00,2021-03-24 09:50:00-04:00,1,-1.0407552020467419,stop,2.4094101160189894
2021-04-21 09:45:00-04:00,2021-04-21 09:50:00-04:00,1,3.9514490896875287,target,2.1324441014803597
2021-05-11 09:50:00-04:00,2021-05-11 10:15:00-04:00,1,-1.0235940852768506,stop,4.391260993351352
2021-05-13 09:45:00-04:00,2021-05-13 09:50:00-04:00,1,-1.019992938399807,stop,5.119285254454098
2021-05-14 09:45:00-04:00,2021-05-14 10:20:00-04:00,1,3.9624642877705214,target,2.769918377573049
2021-05-20 09:45:00-04:00,2021-05-20 10:45:00-04:00,1,3.9638473897717366,target,2.8671650540827613
2021-06-04 09:45:00-04:00,2021-06-04 09:50:00-04:00,1,-1.0387672999421318,stop,2.719261612527589
2021-06-18 09:45:00-04:00,2021-06-18 09:50:00-04:00,1,-1.0256444132388243,stop,4.083708288106209
2021-06-21 09:50:00-04:00,2021-06-21 10:00:00-04:00,1,3.9654679366277295,target,3.040627893265082
2021-07-09 09:45:00-04:00,2021-07-09 10:55:00-04:00,1,3.9578404656995008,target,2.5841986601690223
