mode,mtd,max_hold_h,tp_mode,tp_r,stop_atr,be,sharpe,calmar,cagr,max_drawdown,n_trades,win_rate,profit_factor,avg_return_pct,avg_hold_bars,exit_reason_counts
sweep,0.5,24,atr,5.0,0.5,,-0.15528582824580484,-0.22913158327759064,-0.021196720779957157,-0.0925089438860881,139,0.2733812949640288,0.9609503039693761,-0.00016649527888298627,29.640287769784173,"{'stop': 97, 'target': 22, 'max_hold': 20}"
sweep,0.5,24,atr,5.0,0.5,0.5,-0.5575891145377839,-0.42583103742227724,-0.05893148477599908,-0.13839170844082793,182,0.14285714285714285,0.8575398175242932,-0.00044466845922337483,18.087912087912088,"{'breakeven': 80, 'stop': 76, 'target': 23, 'max_hold': 3}"
sweep,0.5,24,atr,5.0,0.5,1.0,-0.2754002450787374,-0.27441730560140054,-0.032916216335319604,-0.11994949175374314,158,0.17721518987341772,0.928119054324371,-0.0002579891259433488,23.373417721518987,"{'stop': 82, 'breakeven': 47, 'target': 22, 'max_hold': 7}"
sweep,0.5,24,atr,5.0,1.0,,-0.837124037839861,-0.5752273733664235,-0.09045948109486801,-0.15725865159279329,121,0.2644628099173554,0.787558521985135,-0.0010710813445800327,39.56198347107438,"{'stop': 84, 'max_hold': 24, 'target': 13}"
sweep,0.5,24,atr,5.0,1.0,0.5,-1.1301106337875033,-0.5953202224890064,-0.10610227189476173,-0.17822722609884312,153,0.13725490196078433,0.7073484296555019,-0.0010211011812980041,26.568627450980394,"{'breakeven': 73, 'stop': 59, 'target': 12, 'max_hold': 9}"
sweep,0.5,24,atr,5.0,1.0,1.0,-0.9867072009685418,-0.5628338824956982,-0.09702841781074989,-0.17239263809156247,136,0.19117647058823528,0.75103664413501,-0.0010364342133877711,32.56617647058823,"{'stop': 72, 'breakeven': 37, 'max_hold': 15, 'target': 12}"
sweep,0.5,24,atr,5.0,1.5,,-1.222977763362083,-0.6515443469247857,-0.13270227971617843,-0.20367344194223758,107,0.2803738317757009,0.6812825578992405,-0.0018582914685629209,48.44859813084112,"{'stop': 68, 'max_hold': 31, 'target': 8}"
sweep,0.5,24,atr,5.0,1.5,0.5,-1.4285613405873423,-0.6538731399549571,-0.13638264650810383,-0.20857661551520335,132,0.1590909090909091,0.6307747410453147,-0.0015613247382959981,35.015151515151516,"{'breakeven': 60, 'stop': 50, 'max_hold': 13, 'target': 9}"
sweep,0.5,24,atr,5.0,1.5,1.0,-1.1911860867267552,-0.6368756066640093,-0.12549143645255767,-0.1970423032998374,119,0.2184873949579832,0.684770796144649,-0.001570361598716792,41.46218487394958,"{'stop': 60, 'breakeven': 29, 'max_hold': 21, 'target': 9}"
sweep,0.5,24,atr,5.0,2.0,,-0.8637782085330374,-0.6017809943186626,-0.1076078083203521,-0.17881556469257698,104,0.3173076923076923,0.7507629631194548,-0.0014980587269192126,54.13461538461539,"{'stop': 60, 'max_hold': 38, 'target': 6}"
